"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(3, 107)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 108)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 109)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 110)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 111)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 112)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 113)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 114)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 115)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 116)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 117)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 118)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 119)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 120)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 121)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 122)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 123)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(3, 124)",2016,06,CHOA CHU KANG,665,124,Improved,1999,2903
"(3, 125)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 126)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 127)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 128)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 129)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 130)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 131)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 132)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 133)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 134)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 135)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 136)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(3, 137)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(3, 138)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(3, 139)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(3, 140)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(3, 141)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(3, 142)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(3, 143)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(3, 144)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(3, 145)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(3, 146)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(3, 147)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(3, 148)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(3, 149)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(3, 150)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(4, 80)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 81)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 82)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 83)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 84)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 85)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 86)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 87)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 88)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 89)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 90)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 91)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 92)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 93)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 94)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 95)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 96)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 97)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 98)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 99)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 100)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 101)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 102)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 103)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 104)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 105)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 106)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 107)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 108)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 109)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 110)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 111)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 112)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 113)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 114)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 115)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 116)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 117)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 118)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 119)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 120)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 121)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 122)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 123)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(4, 124)",2016,06,CHOA CHU KANG,665,124,Improved,1999,2903
"(4, 125)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 126)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 127)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 128)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 129)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 130)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 131)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 132)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(4, 133)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(4, 134)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(4, 135)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(4, 136)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(4, 137)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(4, 138)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(4, 139)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(4, 140)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(4, 141)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(4, 142)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(4, 143)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(4, 144)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(4, 145)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(4, 146)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(4, 147)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(4, 148)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(4, 149)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(4, 150)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(5, 80)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 81)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 82)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 83)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 84)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 85)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 86)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 87)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 88)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 89)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 90)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 91)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 92)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 93)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 94)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 95)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 96)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 97)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 98)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 99)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 100)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 101)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 102)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 103)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 104)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 105)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 106)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 107)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 108)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 109)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 110)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 111)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 112)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 113)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 114)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 115)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 116)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 117)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 118)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 119)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 120)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 121)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 122)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(5, 123)",2016,05,CHOA CHU KANG,464,123,Premium Apartment,2000,2878
"(5, 124)",2016,06,CHOA CHU KANG,665,124,Improved,1999,2903
"(5, 125)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 126)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 127)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 128)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 129)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 130)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 131)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 132)",2016,07,CHOA CHU KANG,540,132,Model A,1994,2939
"(5, 133)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(5, 134)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(5, 135)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(5, 136)",2016,04,JURONG WEST,858,136,Model A,1996,2941
"(5, 137)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(5, 138)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(5, 139)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(5, 140)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(5, 141)",2016,05,JURONG WEST,906,141,Apartment,1989,2993
"(5, 142)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(5, 143)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(5, 144)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(5, 145)",2016,06,JURONG WEST,906,145,Maisonette,1989,3207
"(5, 146)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(5, 147)",2016,06,JURONG WEST,841,147,Apartment,1993,3251
"(5, 148)",2016,08,JURONG WEST,752,148,Apartment,1995,3277
"(5, 149)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(5, 150)",2016,04,JURONG WEST,709,155,Apartment,1993,3284
"(6, 80)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 81)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 82)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 83)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 84)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 85)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 86)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 87)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 88)",2016,08,JURONG WEST,911,122,Improved,1989,2869
"(6, 89)",2016,08,JURONG WEST,911,122,Improved,1989,2869
